"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
84.51551512756758,-0.3561878446961402,0.569116696753831,-0.6258608238482374,0.5314062325474972,0.9797782187963171,"ENSMUSG00000000001"
5.680290377417902,-4.850783907135886,2.047952258278208,-2.368602045056522,0.01785545399637855,0.3986927994855087,"ENSMUSG00000000028"
0.5778088728326267,2.66354752076752,3.9938574904561803,0.6669110069982213,0.5048289797460397,NA,"ENSMUSG00000000031"
0.7378559910986592,-1.2673076642947356,3.989636538106122,-0.31764990424323863,0.7507505150202429,NA,"ENSMUSG00000000037"
17.07446047430616,0.819692352136788,1.318390910170737,0.6217369566289217,0.5341148465214607,0.9803709333646102,"ENSMUSG00000000049"
89.91153790006034,-0.3430149494846305,0.6321852613500466,-0.5425861222264403,0.5874147961649687,0.9876233544728334,"ENSMUSG00000000056"
97.00985192224196,0.053904841345047055,0.5441282693189513,0.09906642309269488,0.9210855313996169,0.9971499819113925,"ENSMUSG00000000058"
433.08719667296845,-0.7217101523986558,0.41464872599534197,-1.740533871571001,0.0817653178372478,0.6915012855077476,"ENSMUSG00000000078"
51.705636371318825,0.1624726275169164,0.7604211305392657,0.21366137919089143,0.8308111307623641,0.9913669131208555,"ENSMUSG00000000085"
1970.4025236840896,-0.3942629993976423,0.4849791266871244,-0.8129483882962947,0.41624764985658386,0.963362242724743,"ENSMUSG00000000088"
50.990861400566295,0.09056769340014365,0.8978468551877807,0.10087209514277555,0.9196519949459105,0.9969646653409338,"ENSMUSG00000000093"
0.26270639669673207,-0.8578738673363051,4.080363600726105,-0.21024446624895038,0.8334768759986327,NA,"ENSMUSG00000000094"
44.04247073425924,-0.08073053968012148,0.9405569147404067,-0.0858327001959292,0.9315994113947135,0.9978891172435482,"ENSMUSG00000000120"
21.6485965382111,-1.2138082921496496,1.03291868010332,-1.1751247368556017,0.23994481538768758,0.9077172135773542,"ENSMUSG00000000126"
57.86621642138291,-0.4831137220166747,0.607272258294569,-0.7955471626077988,0.42629528798419736,0.9669330041069157,"ENSMUSG00000000127"
345.8893476838898,0.16740871891771647,0.4217422894478179,0.39694553547594835,0.6914076243432972,0.9883465347926629,"ENSMUSG00000000131"
161.48823170074445,0.7761246630300227,0.4509598126690315,1.7210506152122167,0.08524163957936115,0.7032265683251498,"ENSMUSG00000000134"
1.68355595674288,3.22056609023026,3.4761366193130714,0.9264785717388416,0.3541973280423784,NA,"ENSMUSG00000000142"
93.23988130542728,-0.8135413033750831,0.5717934284897654,-1.42278883044149,0.15479738026137121,0.8465166183208988,"ENSMUSG00000000148"
84.97180063916217,0.49017265338488286,0.6255066381938446,0.7836410094707553,0.43325078545414814,0.9672728464200723,"ENSMUSG00000000149"
7.954852396575009,-1.946953109597277,1.8015722580801958,-1.080696653084569,0.27983207238414204,0.928289223443086,"ENSMUSG00000000154"
3.0963241500343366,-1.806776889486047,2.2599439524468794,-0.7994786275694223,0.42401293453712635,NA,"ENSMUSG00000000167"
391.51083715962346,-0.28214457607667953,0.4261911437019803,-0.6620141695717,0.5079621407404818,0.9777325032736747,"ENSMUSG00000000168"
626.9317252848642,0.11410812007432274,0.4897276938714052,0.2330032005588104,0.8157589204786486,0.9913669131208555,"ENSMUSG00000000171"
0.1308919448946429,-0.8578738673363051,4.080363600726105,-0.21024446624895038,0.8334768759986327,NA,"ENSMUSG00000000183"
15.221872200993763,3.1945368945524955,1.5843617266681955,2.0162926437704276,0.04376938369246267,0.5687082594080491,"ENSMUSG00000000184"
202.3445155650446,0.524216644203734,0.4633209872782739,1.1314329775631031,0.25787289795406937,0.916417324442877,"ENSMUSG00000000194"
189.68555379317414,1.1917641008239441,0.4554348376292173,2.6167609553711695,0.0088768482697358,0.30291043538323414,"ENSMUSG00000000197"
15.246079888602216,1.0631328412463161,1.6379565427486789,0.6490604686387206,0.5162992921926337,0.9797347352246786,"ENSMUSG00000000202"
0.822973333142218,-3.1684531291635745,3.959600909671675,-0.8001950705244935,0.4235977854195668,NA,"ENSMUSG00000000204"
0.6734273320235186,-2.8873784977402965,3.9707622888151324,-0.7271597460954744,0.46712810221956624,NA,"ENSMUSG00000000215"
0.4489515546823457,-2.3162104734402575,4.001050319154607,-0.5789006107600406,0.562656238072479,NA,"ENSMUSG00000000216"
81.33217411843577,0.31593857568901074,0.7161720809653258,0.4411489697603937,0.6591051537595114,0.9883465347926629,"ENSMUSG00000000223"
1.706207818167589,-4.178267229035802,3.7150646484707868,-1.1246822395824743,0.2607237103648047,NA,"ENSMUSG00000000247"
1.178027504051786,-3.674671092006412,3.9441316286370327,-0.9316806430408769,0.3515015930051832,NA,"ENSMUSG00000000248"
415.7348794775171,0.6054357749348085,0.4716728072809938,1.2835927057675955,0.1992845033039719,0.8835688116836594,"ENSMUSG00000000253"
161.5709859716463,0.9363106524396585,0.48049521699952275,1.9486367799590156,0.05133881654008622,0.5995014364844187,"ENSMUSG00000000263"
59.193532295626426,0.7712917997291986,0.7240845715673714,1.0651957381989803,0.28678736181191206,0.931347313647814,"ENSMUSG00000000266"
2.47502064269977,1.720009932485962,2.924213195234807,0.5881958043581872,0.5564008732501619,NA,"ENSMUSG00000000275"
182.7104544787874,0.7688205889403937,0.481959779935686,1.5951965723010895,0.11066828503514452,0.7688625720551245,"ENSMUSG00000000276"
896.451783474257,-0.5828314204062872,0.4068963405780562,-1.4323830476781614,0.15203422740355135,0.842643057399296,"ENSMUSG00000000278"
85.10277062493996,-0.05373583468204124,0.6088537773730588,-0.0882573725893402,0.9296721184387684,0.9978891172435482,"ENSMUSG00000000282"
